"Name","RunTime","Rating","Votes"
"Love Live and Laugh (1929)","1h 21min",NA,NA
"Lucky Boy (1929)","1h 17min",7.5,72
"Lucky Star (1929)","1h 40min",7.7,1197
"Lucky in Love (1929)","1h 16min",NA,NA
"Madame X (1929)","1h 35min",5.9,447
"Madonna of Avenue A (1929)","1h 11min",5.3,43
"Making the Grade (1929)","1h",NA,NA
"Maman Colibri (1929)","1h 15min",6.9,43
"The Man I Love (1929)","1h 10min",5.7,41
"The Man and the Moment (1929)","1h 15min",7.3,23
"A Man's Man (1929)","1h 20min",7,11
"Manolescu - Der König der Hochstapler (1929)","2h 4min",7.2,25
"The Manxman (1929)","1h 50min",6.2,2635
"Marianne (1929)","1h 51min",6.2,1152
"Marianne (1929)","1h 20min",5.6,386
"Marquis Preferred (1929)","1h",NA,NA
"The Marriage Playground (1929)","1h 10min",6.3,65
"Married in Hollywood (1929)","1h 50min",NA,NA
"Masked Emotions (1929)","1h",NA,NA
"Melodie des Herzens (1929)","1h 28min",7.7,15
"Melody Lane (1929)","1h 16min",NA,NA
"La merveilleuse vie de Jeanne d'Arc (1929)","2h 5min",7.2,74
"Mexicali Rose (1929)","1h",5.6,166
"Midstream (1929)","1h 10min",6.2,6
"The Million Dollar Collar (1929)","1h 2min",NA,NA
"Mister Antonio (1929)","1h 13min",5.9,18
"Modern Love (1929)","1h",7.2,16
"Monte Cristo (1929)","3h 43min",6.9,115
"Morgan's Last Raid (1929)","1h",NA,NA
"A Most Immoral Lady (1929)","1h 17min",NA,NA
"Mother's Boy (1929)","1h 22min",5.6,7
"Mutter Krausens Fahrt ins Glück (1929)","2h 1min",7.4,258
"The Mysterious Dr. Fu Manchu (1929)","1h 20min",6.6,194
"The Mysterious Island (1929)","1h 35min",6.1,579
"Die Nacht gehört uns (1929)","1h 50min",6.9,14
"Nachtgestalten (1929)","1h 53min",6.7,12
"Napoleon auf St. Helena (1929)","1h 40min",6.5,28
"Navy Blues (1929)","1h 17min",5.2,531
"New Orleans (1929)","1h 8min",7.8,5
"New Year's Eve (1929)","1h 10min",NA,NA
"New York Nights (1929)","1h 22min",5.7,178
"Night Parade (1929)","1h 11min",5.9,65
"Nihonbashi (1929)","1h 17min",7,8
"Nix on Dames (1929)","1h 7min",8.4,7
"No Defense (1929)","1h 2min",NA,NA
"Not Quite Decent (1929)","58min",NA,NA
"Nothing But the Truth (1929)","1h 18min",6.3,61
"Les nouveaux messieurs (1929)","2h 15min",6.8,146
"Novyy Vavilon (1929)","2h",7.3,758
"Oblomok imperii (1929)","1h 36min",7.3,358
"The Office Scandal (1929)","1h 9min",NA,NA
"Oh Yeah? (1929)","1h 14min",5.4,42
"On with the Show! (1929)","1h 44min",5.8,286
"One Hysterical Night (1929)","1h 15min",5,8
"The One Woman Idea (1929)","1h 8min",NA,NA
"Our Modern Maidens (1929)","1h 16min",6.1,705
"Outlawed (1929)","1h 10min",NA,NA
"Overland Bound (1929)","58min",NA,NA
"The Overland Telegraph (1929)","1h",NA,NA
"The Pagan (1929)","1h 23min",6.9,321
"The Painted Angel (1929)","1h 8min",NA,NA
"Painted Faces (1929)","1h 14min",6.1,41
"Paris (1929)","1h 37min",NA,NA
"Paris Bound (1929)","1h 13min",6.5,98
"Paris' Girls (1929)","2h 20min",NA,NA
"Peau de pêche (1929)","1h 29min",7.1,40
"Peter der Matrose (1929)","1h 10min",NA,NA
"The Phantom in the House (1929)","1h 4min",5,101
"Piccadilly (1929)","1h 32min",7.1,1378
"The Plaything (1929)","1h 18min",NA,NA
"Pleasure Crazed (1929)","1h",NA,NA
"Pointed Heels (1929)","1h 2min",6,103
"Points West (1929)","1h",NA,NA
"Prapancha Pash (1929)","1h 14min",6.5,759
"The Pride of Pawnee (1929)","1h",6.4,10
"The Prince of Hearts (1929)","1h",NA,NA
"Prisoners (1929)","1h 27min",6.9,8
"Protection (1929)","1h 2min",NA,NA
"Quartier Latin (1929)","1h 40min",7,5
"Queen of the Night Clubs (1929)","1h",8.4,5
"Queen of the Northwoods (1929)","3h 20min",NA,NA
"The Quitter (1929)","1h",NA,NA
"The Racketeer (1929)","1h 8min",5.4,361
"The Rainbow Man (1929)","1h 36min",6.5,6
"The Rainbow (1929)","1h 8min",NA,NA
"Red Hot Rhythm (1929)","1h 15min",6.8,5
"The Redeeming Sin (1929)","1h 15min",NA,NA
"Redskin (1929)","1h 22min",6.8,163
"The Rescue (1929)","1h 36min",7.2,18
"The Return of Sherlock Holmes (1929)","1h 11min",5,26
"The Return of the Rat (1929)","1h 24min",6.9,26
"Rio Rita (1929)","2h 20min",6.1,693
"The River of Romance (1929)","1h 18min",5.2,21
"The Rocket Bus (1929)","1h 5min",7.3,9
"Romance of the Rio Grande (1929)","1h 35min",NA,NA
"The Royal Rider (1929)","1h 7min",NA,NA
"Der Ruf des Nordens (1929)","1h 2min",5.3,27
"Rågens rike (1929)","1h 21min",6.6,7
"Saba (1929)","1h 15min",7.2,19
"The Sacred Flame (1929)","1h 5min",NA,NA
"Sailor's Holiday (1929)","58min",5.5,24
"Sally (1929)","1h 43min",6.1,309
"Salute (1929)","1h 24min",5.6,161
"The Sap (1929)","1h 20min",NA,NA
"The Saturday Night Kid (1929)","1h 3min",6,198
"Saturday's Children (1929)","1h 30min",5.8,6
"Say It with Songs (1929)","1h 35min",5,108
"Scandal (1929)","1h 10min",NA,NA
"Das Schiff der verlorenen Menschen (1929)","2h 1min",6.5,95
"Se Norge (1929)","1h 58min",NA,NA
"Sea Fury (1929)","58min",5,7
"Selvigs Norgesfilm (1929)","1h 51min",NA,NA
"Seven Faces (1929)","1h 18min",7.6,25
"Seven Keys to Baldpate (1929)","1h 12min",6.1,275
"El sexto sentido (1929)","1h 10min",6.9,88
"Señor Americano (1929)","1h 11min",NA,NA
"The Shakedown (1929)","1h 10min",6.5,145
"Shanghai Lady (1929)","1h 6min",NA,NA
"The Shannons of Broadway (1929)","1h 5min",5,7
"She Goes to War (1929)","1h 27min",7.2,58
"Show Boat (1929)","2h 27min",6.1,251
"Show of Shows (1929)","2h 8min",5.8,382
"Side Street (1929)","1h 14min",5.7,74
"Silks and Saddles (1929)","1h",8.2,5
"The Sin Sister (1929)","1h 7min",5.6,9
"A Single Man (1929)","1h",7.3,27
"The Single Standard (1929)","1h 13min",6.7,504
"Sioux Blood (1929)","1h",NA,NA
"Skin Deep (1929)","1h 4min",7.5,10
"Smilin' Guns (1929)","1h",NA,NA
"Smiling Irish Eyes (1929)","1h 30min",4.3,18
"Smoke Bellew (1929)","1h 5min",7.1,11
"So This Is College (1929)","1h 38min",5.5,203
"Der Sonderling (1929)","1h 28min",5,137
"A Song of Kentucky (1929)","1h 19min",NA,NA
"Song of Love (1929)","1h 22min",5.8,11
"Sonny Boy (1929)","1h 10min",9.2,5
"The Sophomore (1929)","1h 13min",5.6,22
"South Sea Rose (1929)","1h 9min",7.2,5
"Speakeasy (1929)","1h 2min",5.3,36
"Speedway (1929)","1h 16min",6.1,608
"The Spirit of Youth (1929)","1h 10min",NA,NA
"Spite Marriage (1929)","1h 16min",7,1917
"Splinters (1929)","1h 22min",6.5,6
"Sprengbagger 1010 (1929)","1h 29min",6.8,43
"The Squall (1929)","1h 45min",4.9,359
"Stairs of Sand (1929)","1h 5min",7,5
"Stark Mad (1929)","1h 10min",2.8,11
"Den starkaste (1929)","1h 46min",7.2,37
"Staroye i novoye (1929)","2h 1min",7.3,1364
"Stolen Kisses (1929)","1h 10min",NA,NA
"Strange Cargo (1929)","1h 15min",7,29
"Street Girl (1929)","1h 27min",6.1,364
"Strong Boy (1929)","1h 2min",4.8,33
"The Studio Murder Mystery (1929)","1h 2min",5.6,128
"Sunny Side Up (1929)","2h 1min",6.5,368
"Sunset Pass (1929)","1h 7min",NA,NA
"Sweetie (1929)","1h 35min",6.5,63
"Syncopation (1929)","1h 23min",7.2,56
"Synthetic Sin (1929)","1h 12min",7.4,35
"Säg det i toner (1929)","1h 26min",NA,NA
"Tagebuch einer Verlorenen (1929)","1h 44min",7.9,4137
"Taming of the Shrew (1929)","1h 3min",6.3,525
"Tanned Legs (1929)","1h 11min",5.6,141
"Tarzan the Tiger (1929)","4h 26min",6.1,96
"Their Own Desire (1929)","1h 5min",5.9,604
"They Had to See Paris (1929)","1h 35min",5.7,147
"The Thirteenth Chair (1929)","1h 12min",5.9,572
"This Is Heaven (1929)","1h 30min",NA,NA
"This Thing Called Love (1929)","1h 12min",6.6,11
"Those Who Love (1929)","1h 27min",NA,NA
"Three Live Ghosts (1929)","1h 27min",6.8,8
"Thru Different Eyes (1929)","1h 2min",6.2,51
"Thunder (1929)","1h 26min",7.4,15
"Thunderbolt (1929)","1h 25min",6.5,529
"Tide of Empire (1929)","1h 13min",6.3,177
"Tiger Rose (1929)","1h 3min",7.4,9
"The Time the Place and the Girl (1929)","1h 10min",5.8,5
"To What Red Hell (1929)","1h 40min",NA,NA
"Tôkyô kôshinkyoku (1929)","1h 41min",6.6,270
"Tonight at Twelve (1929)","1h 18min",NA,NA
"Trent's Last Case (1929)","1h 6min",7,44
"The Trespasser (1929)","1h 30min",6.5,1251
"Trial Marriage (1929)","1h 13min",6.7,6
"The Trial of Mary Dugan (1929)","1h 53min",6,109
"True Heaven (1929)","1h 1min",NA,NA
"Tsena cheloveka (1929)","1h 8min",NA,NA
"Twin Beds (1929)","1h 10min",NA,NA
"Two Men and a Maid (1929)","1h 13min",NA,NA
"Two Weeks Off (1929)","1h 28min",NA,NA
"Under the Greenwood Tree (1929)","1h 40min",6.7,11
"Unguarded Girls (1929)","1h 20min",NA,NA
"The Unholy Night (1929)","1h 34min",5.9,200
"Unmasked (1929)","1h 2min",NA,NA
"Untamed (1929)","1h 26min",5.2,482
"The Vagabond Lover (1929)","1h 5min",5.3,206
"The Valiant (1929)","1h 6min",6,333
"Vater Radetzky (1929)","1h 30min",NA,NA
"Vénus (1929)","1h 40min",7.2,8
"Vererbte Triebe: Der Kampf ums neue Geschlecht (1929)","1h 20min",NA,NA
"The Very Idea (1929)","1h 5min",5.2,43
"Vesyolaya kanareyka (1929)","1h 13min",4.2,13
"La vie miraculeuse de Thérèse Martin (1929)","1h 53min",6.6,7
"Ville Andesons äventyr (1929)","1h 20min",NA,NA
"The Virginian (1929)","1h 31min",6.8,688
"The Voice of the City (1929)","1h 21min",5.9,65
"The Wagon Master (1929)","1h 10min",NA,NA
"Gakusei romansu: Wakaki hi (1929)","1h 43min",6.4,489
"Wall Street (1929)","1h 8min",6.6,13
"Die weiße Hölle vom Piz Palü (1929)","2h 30min",7.2,916
"Welcome Danger (1929)","1h 53min",6,688
"West of the Rockies (1929)","1h 3min",NA,NA
"When Dreams Come True (1929)","1h",NA,NA
"Where East Is East (1929)","1h 5min",6.6,497
"Whispering Winds (1929)","1h 5min",NA,NA
"Why Be Good? (1929)","1h 24min",7.3,375
"Why Bring That Up? (1929)","1h 22min",5.9,9
"Why Leave Home? (1929)","1h 10min",NA,NA
"Wild Orchids (1929)","1h 40min",6.5,592
"The Wild Party (1929)","1h 17min",6.4,416
"The Winged Horseman (1929)","1h",NA,NA
"The Wolf Song (1929)","1h 20min",7,49
"The Wolf of Wall Street (1929)","1h 30min",6.7,33
"The Woman I Love (1929)","1h 10min",NA,NA
"Woman Trap (1929)","1h 22min",5.8,42
"The Woman in White (1929)","1h 7min",NA,NA
"Woman to Woman (1929)","1h 30min",6.6,89
"Wonder of Women (1929)","1h 35min",6,49
"Words and Music (1929)","1h 21min",5.5,55
"Die wunderbare Lüge der Nina Petrowna (1929)","1h 42min",7.2,216
"The Yellowback (1929)","1h 10min",NA,NA
"Young Nowheres (1929)","1h 5min",NA,NA
"The Younger Generation (1929)","1h 15min",6.3,264
"Dich hab ich geliebt (1929)","1h 42min",NA,NA
"The Bishop Murder Case (1929)","1h 28min",6.1,611
"The Co-Optimists (1929)","1h 23min",NA,NA
"The Compulsory Husband (1929)","1h 40min",NA,NA
"A Cottage on Dartmoor (1929)","1h 28min",7.6,1017
"General Crack (1929)","1h 37min",7.4,44
"Happy Days (1929)","1h 20min",5.4,124
"Hit the Deck (1929)","1h 43min",7.3,12
"Hurricane (1929)","1h 15min",7.2,20
"Love at First Sight (1929)","1h 5min",NA,NA
"The Mighty (1929)","1h 15min",6.7,26
"Skinner Steps Out (1929)","1h 10min",8,5
"The Sky Hawk (1929)","1h 7min",7.6,15
"So Long Letty (1929)","1h 4min",6.2,146
"The Talk of Hollywood (1929)","1h 10min",5.4,95
"Wedding Rings (1929)","1h 14min",NA,NA
"White Cargo (1929)","1h 28min",6.8,6
"Wise Girls (1929)","1h 37min",5.4,107
"All Faces West (1929)","1h 11min",6.9,25
"Taxi for Two (1929)","1h 13min",NA,NA
"Työn sankarilaulu (1929)","1h 32min",NA,NA
"Sangue mineiro (1929)","1h 22min",6.5,61
"The House of Secrets (1929)","1h 11min",6.9,7
"Square Shoulders (1929)","58min",7.4,14
"Auld Lang Syne (1929)","1h 15min",NA,NA
"Adres Lenina (1929)","1h 5min",NA,NA
"Benefis klouna Zhorzha (1929)","1h 10min",NA,NA
"Gardiens de phare (1929)","1h 22min",7.2,149
"Hawk of the Hills (1929)","58min",5.4,21
"Meidän poikamme (1929)","1h 42min",4.9,28
"Champagner (1929)","1h 25min",6.8,12
"Girls Who Dare (1929)","1h",NA,NA
"Der Günstling von Schönbrunn (1929)","1h 40min",NA,NA
"Juhla meren rannalla (1929)","1h 40min",NA,NA
"Korkein voitto (1929)","1h 29min",6,62
"Molly and Me (1929)","1h 27min",NA,NA
"The Romance of Seville (1929)","1h 2min",5.2,24
"The Way of Lost Souls (1929)","1h 34min",7.3,64
"Páter Vojtech (1929)","1h 6min",7.2,14
"A Texas Cowboy (1929)","58min",6.1,7
"Varhaník u sv. Víta (1929)","1h 18min",6.2,37
"Destinos (1929)","1h 20min",6,8
"Le train sans yeux (1929)","1h",NA,NA
"Andranik (1929)","58min",NA,NA
"Le crime de Sylvestre Bonnard (1929)","1h 36min",NA,NA
"La vie merveilleuse de Bernadette (1929)","1h 36min",NA,NA
"La femme et le pantin (1929)","1h 50min",7.1,75
"The Feather (1929)","1h 28min",9.4,5
"Jüri Rumm (1929)","1h 39min",5.8,14
"Vesnoy (1929)","1h 19min",7.8,126
"Astero (1929)","1h 12min",6.7,62
"To limani ton dakryon (1929)","1h 15min",5.6,13
"Myatezh (1929)","1h 27min",7.8,5
"Chemi bebia (1929)","1h 20min",7.5,271
"Segodnya (1929)","1h 6min",7,21
"Yeyo put (1929)","1h 5min",5.9,9
"Chqari 2 (1929)","1h 12min",NA,NA
"Komunaris chibukhi (1929)","1h 5min",6,40
"Tretya molodost (1929)","1h 11min",NA,NA
"Recht op gezondheid (1929)","1h",NA,NA
"Die Frau im Talar (1929)","1h 30min",5,5
"Finis terrae (1929)","1h 20min",7.2,511
"Hunting Tigers in India (1929)","1h 22min",NA,NA
"House of Horror (1929)","1h 5min",6.2,13
"West Virginia the State Beautiful (1929)","1h 15min",5.6,44
"Drei Tage auf Leben und Tod - aus dem Logbuch der U.C.1 (1929)","1h 40min",NA,NA
"Geheimpolizisten (1929)","1h 22min",NA,NA
"The Little Savage (1929)","1h",NA,NA
"Fue no shiratama (1929)","1h 41min",7,59
"Winter (1929)","1h",NA,NA
"Richthofen (1929)","1h 5min",NA,NA
"The Silent House (1929)","1h 22min",7.9,28
"Akeyuku sora (1929)","1h 12min",6.2,19
"The Kingdom of Twilight (1929)","1h 32min",5.9,11
"São Paulo Sinfonia da Metrópole (1929)","1h 30min",6.8,67
