"Name","RunTime","Rating","Votes"
"Lille Napoleon (1943)","1h 36min",5.5,40
"Livet på landet (1943)","1h 46min",6,36
"The Lone Star Trail (1943)","58min",5.8,106
"Lost Angel (1943)","1h 31min",7.1,536
"The Mad Ghoul (1943)","1h 5min",5.9,634
"Madame Curie (1943)","2h 4min",7.2,2612
"Makrancos hölgy (1943)","1h 10min",6.7,29
"Man from Music Mountain (1943)","1h 11min",6.4,52
"The Man in Grey (1943)","1h 30min",6.6,1083
"Man of Courage (1943)","1h 6min",4.7,52
"Ein Mann mit Grundsätzen? (1943)","1h 33min",6.5,14
"Margin for Error (1943)","1h 14min",5.8,224
"The Masked Marvel (1943)","3h 17min",6.9,154
"Maskotti (1943)","1h 24min",5.3,15
"En melodi om våren (1943)","1h 35min",4.1,25
"Melody Parade (1943)","1h 13min",5.4,16
"Mexican Spitfire's Blessed Event (1943)","1h 3min",6.2,178
"Mexicanos al grito de guerra (1943)","1h 41min",6.9,76
"Mi vida en tus manos (1943)","1h 29min",5,5
"Miehen kunnia (1943)","1h 31min",5.9,33
"Millions Like Us (1943)","1h 43min",6.8,861
"Minesweeper (1943)","1h 7min",5.2,292
"Los miserables (1943)","1h 43min",5.7,19
"Miss London Ltd. (1943)","1h 39min",5.6,110
"Mission to Moscow (1943)","2h 4min",5.4,845
"Mister Big (1943)","1h 4min",7.9,65
"Misterio en la marisma (1943)","1h 24min",4.9,20
"La moglie in castigo (1943)","1h 22min",NA,NA
"The Moon Is Down (1943)","1h 30min",6.9,404
"Moonlight in Vermont (1943)","1h 2min",6.8,19
"The More the Merrier (1943)","1h 44min",7.7,6056
"Moster fra Mols (1943)","1h 26min",5.5,26
"Mr. Lucky (1943)","1h 40min",7.1,2835
"Mr. Muggs Steps Out (1943)","1h 3min",4.9,281
"Murder in Times Square (1943)","1h 5min",6.3,30
"My Friend Flicka (1943)","1h 29min",6.5,848
"My Kingdom for a Cook (1943)","1h 21min",5.6,107
"My Learned Friend (1943)","1h 14min",7.1,363
"My Son the Hero (1943)","1h 6min",5.7,47
"Mystery Broadcast (1943)","1h 3min",6.6,70
"The Mystery of the 13th Guest (1943)","1h",5.4,587
"Münchhausen (1943)","1h 50min",7.2,1839
"Nasreddin v Bukhare (1943)","1h 20min",7.2,105
"Natt i hamn (1943)","1h 13min",5.3,13
"Nearly Eighteen (1943)","1h 1min",5.4,45
"Never a Dull Moment (1943)","1h",8,17
"The Night Invader (1943)","1h 21min",NA,NA
"A Night for Crime (1943)","1h 8min",5.1,102
"Nine Men (1943)","1h 8min",6.5,163
"No Place for a Lady (1943)","1h 6min",6.8,36
"No Time for Love (1943)","1h 23min",6.9,757
"O noapte furtunoasa (1943)","1h 6min",7.5,268
"Nobody's Darling (1943)","1h 11min",5.7,21
"Non mi muovo! (1943)","1h 15min",7,48
"Non sono superstizioso... ma! (1943)","1h 22min",NA,NA
"The North Star (1943)","1h 48min",5.9,1278
"Northern Pursuit (1943)","1h 33min",6.6,1216
"I nostri sogni (1943)","1h 23min",6.8,65
"Novgorodtsy (1943)","1h 7min",6.6,69
"Nuoria ihmisiä (1943)","1h 13min",3.7,35
"När ungdomen vaknar (1943)","1h 29min",3,6
"O My Darling Clementine (1943)","1h 8min",6,20
"Ojos negros (1943)","1h 30min",NA,NA
"Old Acquaintance (1943)","1h 50min",7.5,3072
"Old Mother Riley Detective (1943)","1h 20min",5,41
"Old Mother Riley Overseas (1943)","1h 20min",4.3,18
"Ombyte av tåg (1943)","1h 32min",5.7,71
"Ona zashchishchaet rodinu (1943)","1h 14min",6.6,75
"One Dangerous Night (1943)","1h 17min",6.5,88
"Ordet (1943)","1h 48min",7.4,98
"The Outlaw (1943)","(Banned)",5.5,4051
"Outlaws of Stampede Pass (1943)","58min",6.6,21
"Paracelsus (1943)","1h 44min",6.8,125
"Paris After Dark (1943)","1h 25min",6.4,98
"Passport to Suez (1943)","1h 12min",6.3,292
"La patria chica (1943)","1h 28min",5.5,13
"Peterle (1943)","1h 19min",5.2,5
"Petticoat Larceny (1943)","1h 1min",6.3,117
"Phantom of the Opera (1943)","1h 32min",6.4,6649
"The Phantom (1943)","4h 59min",7.1,376
"Pilot #5 (1943)","1h 11min",6.2,302
"Pistol Packin' Mama (1943)","1h 4min",6.8,22
"Power of the Press (1943)","1h 4min",5.9,278
"Presenting Lily Mars (1943)","1h 44min",6.8,962
"Princess O'Rourke (1943)","1h 34min",6.8,1157
"Prästen som slog knockout (1943)","1h 26min",4.3,32
"The Purple V (1943)","58min",6.9,8
"På liv och död (1943)","1h 34min",5.3,38
"Ragaszkodom a szerelemhez (1943)","1h 27min",5.6,13
"Raiders of San Joaquin (1943)","59min",6.3,77
"Redhead from Manhattan (1943)","1h 4min",7.3,14
"Reise in die Vergangenheit (1943)","1h 21min",7.3,9
"Reisebekanntschaft (1943)","1h 25min",6.5,37
"The Renegade (1943)","58min",5.6,14
"Resurrección (1943)","1h 28min",5.7,6
"Return of the Rangers (1943)","1h",6,5
"Reveille with Beverly (1943)","1h 18min",6.5,312
"Revenge of the Zombies (1943)","1h 1min",4.7,582
"Rhythm Serenade (1943)","G",5.8,61
"Rhythm of the Islands (1943)","1h",5,24
"Riding High (1943)","1h 28min",5.2,81
"Rivilotta (1943)","1h 31min",NA,NA
"Romanze in Moll (1943)","1h 38min",7.4,304
"Rookies in Burma (1943)","1h 2min",4.8,35
"Russians at War (1943)","1h 1min",NA,NA
"Rákóczi nótája (1943)","1h 52min",6.6,15
"Sahara (1943)","1h 37min",7.5,8052
"Salainen ase (1943)","1h 42min",5.3,34
"Salute for Three (1943)","1h 14min",5.8,5
"Salute to the Marines (1943)","1h 41min",6.3,229
"Sangen til livet (1943)","1h 48min",NA,NA
"Sanjog (1943)","2h 2min",6.9,13
"Sant'Elena piccola isola (1943)","1h 22min",5.6,9
"Schwarz auf Weiß (1943)","1h 22min",7.5,43
"Secret Service in Darkest Africa (1943)","4h 3min",6.9,75
"Seeds of Freedom (1943)","1h 7min",7,33
"The Seventh Victim (1943)","1h 11min",6.8,6091
"Shadow of a Doubt (1943)","PG",7.8,60244
"Shantytown (1943)","1h 6min",6.8,8
"She Has What It Takes (1943)","1h 6min",NA,NA
"She's for Me (1943)","1h 1min",6.6,7
"Sherlock Holmes Faces Death (1943)","1h 8min",7,4205
"Sherlock Holmes in Washington (1943)","1h 11min",6.8,3851
"The Shipbuilders (1943)","1h 30min",6.3,54
"La signora in nero (1943)","1h 18min",4.8,6
"The Silver Fleet (1943)","1h 28min",6.8,421
"Silver Spurs (1943)","1h 8min",6.5,124
"Six Gun Gospel (1943)","59min",6.6,11
"Sjätte skottet (1943)","1h 24min",4.9,43
"The Sky's the Limit (1943)","1h 29min",6.4,847
"Sleepy Lagoon (1943)","1h 5min",6.6,31
"Slightly Dangerous (1943)","1h 34min",6.8,685
"Smart Guy (1943)","1h 3min",7.5,11
"So Proudly We Hail! (1943)","2h 6min",7.5,1571
"So This Is Washington (1943)","1h 4min",5.5,186
"So's Your Uncle (1943)","1h 5min",6.1,16
"Som du vil ha' mig (1943)","1h 25min",7.1,39
"Som du vill ha mej (1943)","1h 21min",4.6,22
"Someone to Remember (1943)","1h 20min",7.7,48
"Something to Shout About (1943)","1h 30min",5.6,80
"Son of Dracula (1943)","1h 20min",6.1,4748
"The Song of Bernadette (1943)","2h 36min",7.6,6271
"Song of Texas (1943)","1h 9min",6.4,131
"Sonja (1943)","1h 19min",5.4,41
"Spotlight Scandals (1943)","1h 19min",5.6,20
"Spy Train (1943)","1h 1min",5.1,62
"Stage Door Canteen (1943)","2h 12min",6.3,1488
"Stalingrad (1943)","1h 18min",7.7,62
"Stora skrällen (1943)","1h 32min",2.7,7
"Stormy Weather (1943)","1h 18min",7.3,2054
"The Flemish Farm (1943)","1h 22min",5.9,164
"The Strange Death of Adolf Hitler (1943)","1h 14min",7,60
"A Stranger in Town (1943)","1h 7min",7.1,651
