"Name","RunTime","Rating","Votes"
"The Circus Kid (1928)","1h 8min",7.5,21
"Circus Rookies (1928)","1h",4,6
"The Circus (1928)","1h 12min",8.1,30685
"The City of Purple Dreams (1928)","1h",NA,NA
"Clearing the Trail (1928)","1h",NA,NA
"Clothes Make the Woman (1928)","1h",NA,NA
"Code of the Air (1928)","1h",NA,NA
"The Cohens and the Kellys in Paris (1928)","1h 20min",NA,NA
"Companionate Marriage (1928)","1h 10min",NA,NA
"Comrades (1928)","1h",NA,NA
"Conquest (1928)","1h 15min",NA,NA
"The Constant Nymph (1928)","1h 50min",7.7,64
"The Cop (1928)","1h 17min",6.7,22
"The Cossacks (1928)","1h 32min",6.6,638
"The Count of Ten (1928)","1h",NA,NA
"Court-Martial (1928)","1h 5min",6.6,14
"Craig's Wife (1928)","1h 10min",NA,NA
"The Crash (1928)","1h 20min",NA,NA
"The Crimson Canyon (1928)","1h",NA,NA
"The Crimson City (1928)","59min",7.4,9
"Crooks Can't Win (1928)","1h 10min",NA,NA
"The Crowd (1928)","1h 38min",8.1,7591
"Die Dame mit der Maske (1928)","1h 36min",NA,NA
"Dawn (1928)","1h 30min",6.7,23
"Dead Man's Curve (1928)","1h",6.3,10
"Detectives (1928)","1h 10min",7.4,23
"Les deux timides (1928)","1h 27min",6.8,149
"Devil Dogs (1928)","1h",NA,NA
"The Devil's Skipper (1928)","1h",NA,NA
"Diamond Handcuffs (1928)","1h 10min",NA,NA
"The Divine Sinner (1928)","1h",6,9
"The Divine Woman (1928)","1h 20min",6.7,339
"Do Your Duty (1928)","1h 10min",NA,NA
"The Docks of New York (1928)","1h 16min",7.5,4030
"Dom na Trubnoy (1928)","1h 4min",7.3,587
"Domestic Troubles (1928)","58min",NA,NA
"Don't Marry (1928)","1h",NA,NA
"Doomsday (1928)","1h",6.5,84
"The Dragnet (1928)","1h 20min",6.8,5
"Dream of Love (1928)","1h 5min",2.4,91
"Dressed to Kill (1928)","1h 10min",6.7,41
"Driftwood (1928)","1h 5min",6,7
"Drums of Love (1928)","1h 40min",5.6,50
"Dry Martini (1928)","1h 20min",6.7,6
"Eagle of the Night (1928)","1h 42min",6.4,9
"Easy Come Easy Go (1928)","1h",NA,NA
"Eliso (1928)","1h 30min",6.9,131
"The Escape (1928)","1h",NA,NA
"Evas Töchter (1928)","1h 30min",6.5,15
"Excess Baggage (1928)","1h 12min",7.9,11
"The Farmer's Daughter (1928)","1h",NA,NA
"The Farmer's Wife (1928)","1h 40min",5.9,2531
"Fazil (1928)","1h 28min",5.9,159
"Feel My Pulse (1928)","1h 3min",6.9,158
"The Fifty-Fifty Girl (1928)","1h 10min",NA,NA
"Filmens helte (1928)","1h 59min",7.1,15
"The First Born (1928)","1h 51min",7.3,49
"The First Kiss (1928)","1h",5.6,19
"Five and Ten Cent Annie (1928)","1h",NA,NA
"The Fleet's In (1928)","1h 15min",7,19
"The Flyin' Cowboy (1928)","1h",NA,NA
"Flying Romeos (1928)","1h 10min",NA,NA
"Fools for Luck (1928)","1h",6.8,8
"Forbidden Hours (1928)","1h",NA,NA
"The Foreign Legion (1928)","1h 20min",NA,NA
"Forgotten Faces (1928)","1h 20min",7.3,18
"4 Devils (1928)","1h 40min",6.5,134
"Four Sons (1928)","1h 40min",7.1,646
"Four Walls (1928)","1h",3.8,305
"The Fourflusher (1928)","1h",NA,NA
"Freedom of the Press (1928)","1h 2min",NA,NA
"Fátima Milagrosa (1928)","2h 39min",NA,NA
"Gang War (1928)","1h 10min",7.4,8
"The Garden of Eden (1928)","1h 19min",6.8,351
"The Gate Crasher (1928)","1h",NA,NA
"The Gateway of the Moon (1928)","1h",NA,NA
"Gentlemen Prefer Blondes (1928)","1h 15min",NA,NA
"George Washington Cohen (1928)","1h",NA,NA
"Geschlecht in Fesseln (1928)","1h 47min",6.7,244
"A Girl in Every Port (1928)","1h 18min",6.6,652
"Give and Take (1928)","1h 10min",NA,NA
"Glorious Betsy (1928)","1h 20min",6.3,56
"The Glorious Trail (1928)","1h 5min",NA,NA
"Good Morning Judge (1928)","1h",NA,NA
"The Good-Bye Kiss (1928)","1h 30min",NA,NA
"Green Grass Widows (1928)","1h",NA,NA
"The Grip of the Yukon (1928)","1h 5min",5.2,8
"Guns of Loos (1928)","1h 24min",7,9
"Half a Bride (1928)","1h 7min",6.5,26
"Hangman's House (1928)","1h 20min",6.6,413
"Majestät schneidet Bubiköpfe (1928)","1h 22min",7.2,5
"Happiness Ahead (1928)","1h 20min",6.1,10
"Harold Teen (1928)","1h 20min",7.2,11
"The Haunted House (1928)","1h 10min",7,5
"The Hawk's Nest (1928)","1h 20min",NA,NA
"The Head Man (1928)","1h 5min",NA,NA
"Heart Trouble (1928)","1h",NA,NA
"The Heart of Broadway (1928)","1h",NA,NA
"The Heart of a Follies Girl (1928)","1h 10min",NA,NA
"Heart to Heart (1928)","1h 10min",5.4,15
"Heimkehr (1928)","1h 18min",6.9,157
"Hello Cheyenne (1928)","1h 20min",NA,NA
"Hellship Bronson (1928)","1h 10min",NA,NA
"His House in Order (1928)","1h 12min",6.8,5
"Hit of the Show (1928)","1h 12min",NA,NA
"Hold 'Em Yale (1928)","1h 20min",5.9,16
"Home James (1928)","1h 10min",5.9,10
"Honeymoon (1928)","1h",NA,NA
"Honeymoon Flats (1928)","1h",NA,NA
"Honor Bound (1928)","1h 10min",7,5
"Hot News (1928)","1h 10min",NA,NA
"How to Handle Women (1928)","1h",NA,NA
"Interference (1928)","1h 23min",6.9,89
"Isle of Lost Men (1928)","1h 2min",NA,NA
"Jazz Mad (1928)","1h 10min",6.8,5
"Jûjiro (1928)","1h 21min",7.1,316
"Just Married (1928)","1h",NA,NA
"Kaikokuki (1928)","2h",NA,NA
"Der Kampf ums Matterhorn (1928)","1h 57min",7.1,34
"Katorga (1928)","1h 19min",6.5,17
"Kit Carson (1928)","1h 24min",7.4,8
"Kruzheva (1928)","1h 15min",7.3,41
"Ladies of the Mob (1928)","1h 10min",7.5,20
"Ladies of the Night Club (1928)","1h 10min",NA,NA
"Ladies' Night in a Turkish Bath (1928)","1h 10min",7.2,25
"Lady Be Good (1928)","1h 10min",NA,NA
"A Lady of Chance (1928)","1h 18min",6.9,404
"Land of the Silver Fox (1928)","58min",6.9,12
"The Last Command (1928)","1h 28min",8,3448
"The Last Moment (1928)","1h",7.4,7
"The Latest from Paris (1928)","1h 20min",NA,NA
"Laugh Clown Laugh (1928)","1h 13min",7.6,1712
"The Law of the Range (1928)","1h",2.2,86
"The Legion of the Condemned (1928)","1h 20min",6.5,34
"The Leopard Lady (1928)","1h 10min",5.3,10
"Let 'Er Go Gallegher (1928)","1h",6.6,22
"Lights of Paris (1928)","1h 5min",NA,NA
"Lilac Time (1928)","1h 20min",6.1,646
"A Little Bit of Fluff (1928)","1h 12min",7.4,8
"The Little Shepherd of Kingdom Come (1928)","1h 20min",NA,NA
"Lonesome (1928)","1h 9min",7.8,2064
"Die Todesschleife (1928)","2h 3min",7.2,21
"Love Over Night (1928)","1h",NA,NA
"Love and Learn (1928)","1h",NA,NA
"Loves of an Actress (1928)","1h 20min",NA,NA
"Mad Hour (1928)","1h 15min",NA,NA
"Maldone (1928)","1h 42min",6.8,181
"The Man Who Laughs (1928)","1h 50min",7.7,6133
"The Man Without a Face (1928)","3h 20min",6.7,15
"The Man from Headquarters (1928)","1h",5.2,14
"Man-Made Women (1928)","1h",NA,NA
"Manhattan Cocktail (1928)","1h 12min",7.1,18
"Manhattan Knights (1928)","1h 10min",NA,NA
"Maria Marten (1928)","1h 15min",NA,NA
"Mark of the Frog (1928)","3h 20min",NA,NA
"Marked Money (1928)","1h",6.8,14
"Marriage by Contract (1928)","1h 10min",NA,NA
"The Masked Angel (1928)","1h 12min",NA,NA
"The Masks of the Devil (1928)","1h 20min",7.7,26
"The Matinee Idol (1928)","1h 6min",6.8,522
"The Mating Call (1928)","1h 12min",6.7,350
"Me Gangster (1928)","1h 10min",6.8,13
"Melody of Love (1928)","1h 30min",NA,NA
"The Michigan Kid (1928)","1h 4min",6.5,42
"Midnight Madness (1928)","1h 1min",6.1,21
"Midnight Rose (1928)","1h",NA,NA
"Minuit... place Pigalle (1928)","1h 42min",NA,NA
"Modern Mothers (1928)","1h",NA,NA
"Moran of the Marines (1928)","1h 10min",4.9,10
"Mother Knows Best (1928)","1h 30min",NA,NA
"Moulin Rouge (1928)","2h 17min",6.5,187
"Must We Marry? (1928)","1h",NA,NA
"My Man (1928)","1h 39min",7.5,12
"The Mysterious Airman (1928)","3h 5min",6.5,19
"The Mysterious Lady (1928)","1h 36min",7.3,1183
"The Mystery Rider (1928)","6h 20min",NA,NA
"Der geheimnisvolle Spiegel (1928)","1h 7min",6.6,7
"Nameless Men (1928)","1h",NA,NA
"Ned McCobb's Daughter (1928)","1h 11min",6.1,11
"News Parade (1928)","1h 10min",NA,NA
"The Night Bird (1928)","1h 10min",6,17
"The Night Flyer (1928)","1h 10min",5.9,47
"Night Watch (1928)","1h 10min",NA,NA
"A Night of Mystery (1928)","1h",NA,NA
"None But the Brave (1928)","1h",NA,NA
"The Noose (1928)","1h 5min",7.2,45
"Obey Your Husband (1928)","1h",NA,NA
"Object: Alimony (1928)","1h 10min",NA,NA
"Oh Kay! (1928)","1h",7.1,16
"The Old Code (1928)","1h",NA,NA
"On Trial (1928)","1h 31min",6.9,7
"On to Reno (1928)","1h",6.8,6
"Our Dancing Daughters (1928)","1h 25min",6.7,1562
"Out of the Ruins (1928)","1h 10min",NA,NA
"Outcast (1928)","1h 20min",NA,NA
"The Pace That Kills (1928)","1h 4min",6.9,18
"Palais de danse (1928)","1h 34min",6.8,13
"Paradise (1928)","1h 27min",NA,NA
"Parisiskor (1928)","2h 36min",6.4,12
"Partners in Crime (1928)","1h 10min",2.3,26
"La passion de Jeanne d'Arc (1928)","1h 50min",8.1,48637
"The Patriot (1928)","1h 53min",NA,NA
"The Patsy (1928)","1h 18min",7.5,2340
"The Perfect Crime (1928)","1h 23min",6.1,8
"The Phantom of the Turf (1928)","1h",NA,NA
"Phyllis of the Follies (1928)","1h",NA,NA
"The Physician (1928)","1h 40min",NA,NA
"Pioneer Scout (1928)","1h 5min",NA,NA
"Plastered in Paris (1928)","1h 2min",NA,NA
"The Play Girl (1928)","1h",NA,NA
"The Port of Missing Girls (1928)","1h 20min",NA,NA
"Potomok Chingis-Khana (1928)","2h 7min",7.1,1898
"Powder My Back (1928)","1h 10min",NA,NA
"Power (1928)","1h",6.4,23
"The Power of Silence (1928)","1h",NA,NA
"The Power of the Press (1928)","1h 2min",6.4,231
"Prep and Pep (1928)","1h 15min",NA,NA
"Prowlers of the Sea (1928)","1h",6.5,11
"Q-Ships (1928)","1h 18min",7.6,12
"Queen of the Chorus (1928)","1h 18min",NA,NA
"The Racket (1928)","1h 24min",6.7,1138
"Ramona (1928)","1h 20min",7,92
"Ransom (1928)","58min",5.9,9
"Rasputins Liebesabenteuer (1928)","1h",6.9,9
"The Rawhide Kid (1928)","1h",5.2,8
"The Red Dance (1928)","1h 43min",6.8,107
"Red Hair (1928)","1h 10min",6.5,45
"Red Lips (1928)","1h 10min",NA,NA
"The Red Mark (1928)","1h 20min",NA,NA
"Red Riders of Canada (1928)","1h 10min",5.8,12
"Restless Youth (1928)","1h 5min",NA,NA
"Revenge (1928)","1h 10min",NA,NA
"Riders of the Dark (1928)","1h",NA,NA
"Riding for Fame (1928)","1h",NA,NA
"Riley the Cop (1928)","1h 8min",6,178
"The Ringer (1928)","1h 26min",NA,NA
"The River Pirate (1928)","1h 17min",NA,NA
"The River Woman (1928)","1h 13min",NA,NA
"The Road to Ruin (1928)","1h",7.2,35
"Rose-Marie (1928)","1h 10min",3.5,124
"Runaway Girls (1928)","58min",6.2,31
"The Rush Hour (1928)","1h",7.3,19
"Rutschbahn (1928)","1h 39min",NA,NA
"Sadie Thompson (1928)","1h 37min",7.2,2551
"Sailors Don't Care (1928)","1h 10min",NA,NA
"Sailors' Wives (1928)","1h",NA,NA
"Sal of Singapore (1928)","1h 10min",6.2,24
"Sally of the Scandals (1928)","1h 10min",NA,NA
"Sally's Shoulders (1928)","1h 5min",NA,NA
"San Francisco Nights (1928)","1h 10min",NA,NA
"Satan and the Woman (1928)","1h 4min",NA,NA
"The Sawdust Paradise (1928)","1h 8min",NA,NA
"Say It with Sables (1928)","1h 10min",5.2,54
"The Triumph of the Scarlet Pimpernel (1928)","1h 34min",6.2,10
"The Scarlet Dove (1928)","1h",NA,NA
"The Scarlet Lady (1928)","1h 12min",7.4,7
"Scarlet Youth (1928)","1h 10min",NA,NA
"Schmutziges Geld (1928)","1h 34min",6.7,26
"The Secret Hour (1928)","1h 20min",NA,NA
"Shadows of the Night (1928)","1h 7min",NA,NA
"Sharp Shooters (1928)","1h",6.5,19
"The Whip (1928)","1h 10min",NA,NA
"Shiraz (1928)","1h 37min",7,251
"The Shopworn Angel (1928)","1h 22min",7,37
"Show Folks (1928)","1h 10min",6.1,21
"Show Girl (1928)","1h 8min",6.7,27
"Show People (1928)","1h 23min",7.6,3506
"The Showdown (1928)","1h 17min",6.9,13
"The Sideshow (1928)","1h 5min",7.2,47
"Simba: The King of the Beasts (1928)","1h 27min",6.4,37
"The Singing Fool (1928)","1h 45min",6.2,210
"Sinner's Parade (1928)","58min",NA,NA
"Sinners in Love (1928)","1h",NA,NA
"Sins of the Fathers (1928)","1h 13min",6.9,13
"Sisters of Eve (1928)","1h",NA,NA
"Skinner's Big Idea (1928)","1h 10min",NA,NA
"Skvoz slyozy (1928)","1h 35min",5.9,7
"Skyscraper (1928)","1h 8min",6.1,77
"The Smart Set (1928)","1h 20min",6.1,975
"So This Is Love (1928)","1h",5.6,88
"Soft Living (1928)","1h",NA,NA
"Someone to Love (1928)","58min",NA,NA
"Son of the Golden West (1928)","1h",NA,NA
"Speedy (1928)","1h 25min",7.6,3327
"The Spieler (1928)","1h 2min",7.2,31
"Spione (1928)","2h 30min",7.6,3179
"Sporting Goods (1928)","1h",NA,NA
"Steamboat Bill Jr. (1928)","1h 10min",7.9,13422
"Stocks and Blondes (1928)","1h",NA,NA
"Stolen Love (1928)","1h 10min",NA,NA
"Stop That Man! (1928)","59min",NA,NA
"Stormy Waters (1928)","1h",NA,NA
"Street Angel (1928)","1h 42min",7.4,2172
"The Street of Illusion (1928)","1h 5min",NA,NA
"Street of Sin (1928)","1h 10min",7.3,13
"Submarine (1928)","1h 33min",6.1,243
"The Sunset Legion (1928)","1h 10min",6,9
"Svarte Rudolf (1928)","1h 10min",3.8,5
"Synd (1928)","1h 29min",6.6,32
"Take Me Home (1928)","1h",NA,NA
"Tarzan the Mighty (1928)","5h",6.2,28
"Taxi 13 (1928)","1h 4min",NA,NA
"Telling the World (1928)","1h 20min",6.6,5
"Tempest (1928)","1h 42min",6.8,364
"Tenderloin (1928)","1h 25min",5.6,50
"Tenth Avenue (1928)","1h 10min",NA,NA
"The Terror (1928)","1h 25min",7.6,29
"Tesha (1928)","1h 35min",NA,NA
"Thanks for the Buggy Ride (1928)","1h",NA,NA
"That Certain Thing (1928)","1h 9min",6,231
"Their Hour (1928)","1h",NA,NA
"Thief in the Dark (1928)","1h",NA,NA
"The Three Passions (1928)","1h 10min",6.3,46
"Three Sinners (1928)","1h 8min",NA,NA
"Three Week Ends (1928)","1h 2min",5.4,23
"3-Ring Marriage (1928)","1h",2.8,12
"Thundergod (1928)","1h",NA,NA
"Thérèse Raquin (1928)","1h 30min",6.8,9
"The Tiger's Shadow (1928)","3h 20min",NA,NA
"Tire au flanc (1928)","1h 27min",6.5,216
"The Toilers (1928)","1h 20min",7.1,7
"Tommy Atkins (1928)","1h 20min",6,5
"Top Sergeant Mulligan (1928)","1h",NA,NA
"Le tourbillon de Paris (1928)","1h 40min",6.1,21
"Le tournoi dans la cité (1928)","1h 30min",6.5,51
"The Tragedy of Youth (1928)","1h 10min",NA,NA
"The Trail of '98 (1928)","1h 27min",6.9,366
"A Trick of Hearts (1928)","1h",6.8,5
"Tropic Madness (1928)","1h 5min",NA,NA
"Tropical Nights (1928)","1h 7min",NA,NA
"Boshuri siskhli (1928)","1h 5min",3.5,19
"Two Lovers (1928)","1h 38min",7.2,14
"Dreary House (1928)","1h 15min",NA,NA
"Under the Black Eagle (1928)","1h",7.6,16
"Underground (1928)","1h 24min",7.3,442
"Ungarische Rhapsodie (1928)","1h 37min",7,33
"United States Smith (1928)","1h 10min",NA,NA
"Unter der Laterne (1928)","2h 10min",7.2,80
"V bolshom gorode (1928)","1h 13min",5.1,18
"Vamping Venus (1928)","1h 10min",NA,NA
"The Vanishing Pioneer (1928)","1h",7,9
"The Vanishing Rider (1928)","3h 20min",NA,NA
"Varsity (1928)","1h 7min",NA,NA
"La venenosa (1928)","2h 16min",6,10
"Victory (1928)","1h 40min",NA,NA
"Viddenes folk (1928)","1h 42min",NA,NA
"The Viking (1928)","1h 30min",6.6,376
"Virgin Lips (1928)","59min",NA,NA
"The Vortex (1928)","1h 10min",6.6,26
"Vultures of the Sea (1928)","3h 20min",3,10
"The Wagon Show (1928)","1h",NA,NA
"Walking Back (1928)","1h 2min",6.8,47
"The Ware Case (1928)","1h 12min",7.4,7
"Warming Up (1928)","1h 20min",7,7
"The Water Hole (1928)","1h 10min",4.6,5
"Waterfront (1928)","1h 10min",NA,NA
"The Way of the Strong (1928)","1h 1min",6.3,75
"We Americans (1928)","1h 30min",NA,NA
"The Wedding March (1928)","1h 53min",7.4,1554
"West of Zanzibar (1928)","1h 5min",7.2,1627
"What Next? (1928)","1h 15min",NA,NA
"What a Night! (1928)","1h",NA,NA
"Wheel of Chance (1928)","1h 10min",NA,NA
"While the City Sleeps (1928)","1h 6min",6.3,159
"The Whip Woman (1928)","1h",5.7,34
"White Shadows in the South Seas (1928)","1h 28min",6.9,768
"The White Sheik (1928)","1h 35min",5.6,16
"Why Sailors Go Wrong (1928)","1h",NA,NA
"Wickedness Preferred (1928)","1h",NA,NA
"The Wife's Relations (1928)","58min",NA,NA
"The Wild West Show (1928)","1h",5.1,9
"Win That Girl (1928)","1h",NA,NA
"The Wind (1928)","1h 35min",8,6101
"A Woman Against the World (1928)","1h",NA,NA
"The Woman Disputed (1928)","1h 48min",7.3,84
"A Woman of Affairs (1928)","1h 38min",7.2,1376
"Women They Talk About (1928)","1h",7.2,6
"The Wright Idea (1928)","1h 10min",NA,NA
"Yellow Contraband (1928)","1h",NA,NA
"Yellow Lily (1928)","1h 5min",7.4,15
"You Can't Beat the Law (1928)","1h",NA,NA
"You Know What Sailors Are (1928)","1h 20min",NA,NA
"Zuflucht (1928)","2h 10min",7.5,14
"Ådalens poesi (1928)","1h 6min",NA,NA
"L'équipage (1928)","1h 54min",NA,NA
"L'argent (1928)","3h 15min",7.6,881
"Burning the Wind (1928)","1h",NA,NA
"The Divine Lady (1928)","1h 39min",6.2,674
"The Godless Girl (1928)","1h 53min",7.2,687
"In Old Arizona (1928)","1h 35min",5.5,948
"King of the Rodeo (1928)","1h",6.8,5
"The Last Warning (1928)","1h 29min",6.8,500
"Red Wine (1928)","1h 8min",NA,NA
"Lost in the Arctic (1928)","1h",NA,NA
"Naughty Baby (1928)","1h 10min",7.6,19
"Noah's Ark (1928)","2h 15min",6.5,673
"Passion Song (1928)","1h",NA,NA
"Port of Dreams (1928)","1h 20min",NA,NA
"Char vogi (1928)","1h 2min",3.9,18
"Red Hot Speed (1928)","1h",NA,NA
"The River (1928)","1h 24min",7.2,547
"Romance of the Underworld (1928)","1h 8min",7.3,45
"Salamandra (1928)","1h 30min",7.2,21
"Spletnya (1928)","1h 10min",NA,NA
"Scarlet Seas (1928)","1h 10min",7.6,11
"Ships of the Night (1928)","1h 2min",6.8,17
"Should a Girl Marry? (1928)","1h 5min",NA,NA
"Taking a Chance (1928)","1h 10min",NA,NA
"Verdun visions d'histoire (1928)","2h 31min",6.9,113
"Glorious Youth (1928)","1h 10min",NA,NA
"Geheimnisse des Orients (1928)","1h 43min",7.4,12
"Braza Dormida (1928)","2h",6.9,73
"Black Gold (1928)","1h 2min",6.8,9
"Cocktails (1928)","1h 40min",7.2,12
"Making the Varsity (1928)","1h 10min",NA,NA
"Herkules Maier (1928)","1h 29min",NA,NA
"Unmoral (1928)","1h",NA,NA
"Aviv B'Eretz Yisrael (1928)","1h 4min",2.6,7
"Hearts of Men (1928)","1h",NA,NA
"Her Summer Hero (1928)","1h",NA,NA
"Lumisten metsien mies (1928)","1h 20min",NA,NA
"Tukkijoella (1928)","1h 44min",5.2,17
"Une femme a passé (1928)","1h 5min",7.1,57
"Orphan of the Sage (1928)","1h",NA,NA
"Huragan (1928)","1h 57min",NA,NA
"The Raider Emden (1928)","1h 5min",NA,NA
"South of Panama (1928)","1h 8min",5.7,7
"State Street Sadie (1928)","1h 15min",NA,NA
"Pirveli korneti Streshniovi (1928)","1h 4min",5.8,22
"Szalency (1928)","2h 15min",7.6,10
"Tracy the Outlaw (1928)","1h 9min",4.8,9
"Le film du poilu (1928)","1h 49min",6.4,5
"La borrachera del tango (1928)","1h 20min",7.4,8
"The Passing of Mr. Quin (1928)","1h 40min",6.6,9
"Das weiße Stadion (1928)","1h 27min",7.5,115
"Gow the Head Hunter (1928)","1h 10min",6.1,15
"Angst - Die schwache Stunde einer Frau (1928)","1h 40min",5.6,8
"Miekan terällä (1928)","1h 38min",NA,NA
"Shinban Yotsuya kaidan (1928)","1h 10min",NA,NA
"Leentje van de zee (1928)","1h 10min",NA,NA
"A Light Woman (1928)","1h 40min",NA,NA
"Études sur Paris (1928)","1h 16min",7.2,73
"Kira Kiralina (1928)","1h 26min",NA,NA
"De olympische spelen (1928)","1h 50min",6.2,46
"Smashing Through (1928)","1h 25min",4,7
"Les croix de l'Yser (1928)","1h 6min",NA,NA
"The Far Paradise (1928)","1h 25min",7.9,30
"Akhalgazrdoba imardjvebs (1928)","1h 15min",NA,NA
"Djanki Guriashi (1928)","3h 5min",NA,NA
"Grubelta tavshesapari (1928)","1h 15min",NA,NA
"Holtze (1928)","1h 5min",NA,NA
"Kazakebi (1928)","1h 10min",5.8,6
"Krazana (1928)","1h 35min",5.5,13
"Scampolo (1928)","1h 20min",6.2,10
"Revolutionshochzeit (1928)","1h 40min",7,13
"Souad al-ghagariyyah (1928)","1h 40min",NA,NA
"Ankara postasi (1928)","1h 20min",6.6,14
"Pan Tadeusz (1928)","2h 4min",6.2,75
"Asya (1928)","1h 17min",NA,NA
"Napule... e niente cchiù (1928)","1h 25min",NA,NA
"Berlin After Dark (1928)","1h 15min",NA,NA
"Bolibar (1928)","1h 24min",NA,NA
"The Blue Peter (1928)","1h 20min",5.8,9
"Chick (1928)","1h 30min",NA,NA
"Love's Option (1928)","1h 10min",7,7
"Dzhimmi Khiggins (1928)","1h 10min",NA,NA
"Not Quite a Lady (1928)","1h 27min",NA,NA
"Ai no machi (1928)","1h 44min",6.6,11
"The Bush Cinderella (1928)","1h 25min",NA,NA
"The Thoroughbred (1928)","1h 4min",NA,NA
"Troublesome Wives (1928)","1h 10min",NA,NA
