"Name","RunTime","Rating","Votes"
"The Guilty Generation (1931)","1h 22min",6.7,238
"Guilty Hands (1931)","1h 9min",6.9,654
"Gun Smoke (1931)","1h 11min",6,29
"Hans Majestät får vänta (1931)","1h 27min",2.2,5
"The Hard Hombre (1931)","1h 5min",5.5,79
"Haunted Barn (1931)","1h 2min",NA,NA
"Der Hauptmann von Köpenick (1931)","1h 47min",7.3,69
"Headin' for Trouble (1931)","1h",NA,NA
"Heartbreak (1931)","1h 3min",6.2,6
"Heaven on Earth (1931)","1h 17min",5.2,14
"Hell-Bent for Frisco (1931)","1h 5min",5,12
"Hell Bound (1931)","1h 21min",5.2,10
"Her Majesty Love (1931)","1h 15min",5.9,166
"Heroes of the Flames (1931)","3h 40min",NA,NA
"High Stakes (1931)","1h 12min",6.7,39
"Hindle Wakes (1931)","1h 19min",6.6,58
"His Woman (1931)","1h 16min",5.9,137
"Hobson's Choice (1931)","1h 5min",6.6,15
"Homicide Squad (1931)","1h 10min",7,14
"Honeymoon Lane (1931)","1h 11min",NA,NA
"Honor Among Lovers (1931)","1h 15min",6.7,177
"Honor of the Family (1931)","1h 6min",NA,NA
"The Hot Heiress (1931)","1h 19min",5.8,183
"Hotel Paradis (1931)","1h 42min",2.4,7
"The Hound of the Baskervilles (1931)","1h 12min",6.2,26
"A House Divided (1931)","1h 10min",6.9,167
"Huckleberry Finn (1931)","1h 20min",6.5,69
"Hush Money (1931)","1h 8min",6,15
"Hyppolit a lakáj (1931)","1h 12min",7.8,1446
"I Like Your Nerve (1931)","1h 10min",5.4,213
"I Take This Woman (1931)","1h 12min",6,157
"Ihre Hoheit befiehlt (1931)","1h 36min",7,35
"Illicit (1931)","1h 19min",6.1,887
"Im Geheimdienst (1931)","1h 46min",5.9,7
"In Line of Duty (1931)","59min",NA,NA
"In Old Cheyenne (1931)","1h",7.1,16
"Indiscreet (1931)","1h 32min",6.2,1353
"Inspiration (1931)","1h 14min",6.3,476
"Iron Man (1931)","1h 13min",6,223
"Is There Justice? (1931)","1h 3min",NA,NA
"It Pays to Advertise (1931)","1h 3min",5.4,104
"It's a Wise Child (1931)","(Banned)",8.7,58
"June Moon (1931)","1h 19min",5.8,20
"Kameradschaft (1931)","1h 33min",7.5,1308
"Keepers of Youth (1931)","1h 10min",NA,NA
"Keine Feier ohne Meyer (1931)","1h 22min",5.1,9
"Kept Husbands (1931)","1h 16min",5.9,477
"Kick In (1931)","1h 15min",7.2,45
"Kiki (1931)","1h 27min",5,303
"Kinder vor Gericht (1931)","1h 17min",NA,NA
"King of the Wild (1931)","4h 8min",6.1,76
"Kiss Me Again (1931)","1h 15min",5.5,133
"Die Koffer des Herrn O.F. (1931)","1h 20min",6.7,59
"Der Kongreß tanzt (1931)","1h 25min",7,472
"Das Konzert (1931)","1h 19min",NA,NA
"Kyritz - Pyritz (1931)","1h 27min",NA,NA
"Kärlek måste vi ha (1931)","1h 21min",3,6
"Kärlek och landstorm (1931)","1h 19min",2.8,6
"En kärleksnatt vid Öresund (1931)","1h 46min",2.8,5
"Ladies of the Big House (1931)","1h 17min",6,107
"Ladies' Man (1931)","1h 10min",5.9,141
"The Lady from Nowhere (1931)","1h 5min",6.4,10
"The Lady Refuses (1931)","1h 12min",5.9,290
"The Lady Who Dared (1931)","59min",5.5,20
"Shukujo to hige (1931)","1h 15min",6.4,368
"Land of Wanted Men (1931)","1h 2min",NA,NA
"La lanterna del diavolo (1931)","1h 10min",NA,NA
"Lasca of the Rio Grande (1931)","1h",5.2,13
"The Last Flight (1931)","1h 16min",6.8,1255
"The Last Parade (1931)","1h 22min",6.2,8
"Laugh and Get Rich (1931)","1h 12min",5.5,230
"Laughing Sinners (1931)","1h 12min",5.4,589
"The Law of the Tong (1931)","1h 1min",5.2,13
"The Lawless Woman (1931)","1h 3min",NA,NA
"The Lawyer's Secret (1931)","1h 10min",6.3,41
"Ledolom (1931)","1h 5min",7,67
"Left Over Ladies (1931)","1h 9min",5.6,34
"Liebe auf Befehl (1931)","1h 16min",NA,NA
"Liebeskommando (1931)","1h 41min",6.1,8
"The Smiling Lieutenant (1931)","1h 33min",7.2,3338
"Lightnin' Smith Returns (1931)","59min",NA,NA
"The Lightning Flyer (1931)","1h 2min",NA,NA
"The Lightning Warrior (1931)","4h 10min",6.2,68
"Lika inför lagen (1931)","1h 29min",NA,NA
"Limite (1931)","1h 54min",7.3,1968
"The Lion and the Lamb (1931)","1h 15min",NA,NA
"Local Boy Makes Good (1931)","1h 8min",6.2,184
"Lonely Wives (1931)","1h 25min",6.3,356
"The Love Habit (1931)","1h 30min",NA,NA
"Love Lies (1931)","1h 10min",NA,NA
"Cape Forlorn (1931)","1h 26min",7.2,45
"Lover Come Back (1931)","1h 8min",6.5,10
"Las luces de Buenos Aires (1931)","1h 25min",6.5,32
"Luise Königin von Preußen (1931)","1h 55min",5.9,10
"Die lustigen Weiber von Wien (1931)","1h 49min",6.9,12
"M - Eine Stadt sucht einen Mörder (1931)","1h 57min",8.3,145263
"The Mad Genius (1931)","1h 21min",6.4,568
"Madamu to nyôbô (1931)","1h 4min",6.4,179
"The Magnificent Lie (1931)","1h 21min",6.7,43
"Maid to Order (1931)","1h 5min",NA,NA
"Maison de danses (1931)","1h 25min",4.5,8
"Maker of Men (1931)","1h 11min",5.4,82
"The Maltese Falcon (1931)","1h 20min",6.9,2747
"Mam'zelle Nitouche (1931)","1h 46min",5.3,58
"The Man Who Came Back (1931)","1h 14min",5.5,60
"Man braucht kein Geld (1931)","1h 32min",6.5,84
"The Man from Death Valley (1931)","1h 1min",1.7,11
"The Man in Possession (1931)","1h 24min",7,273
"A Man of Mayfair (1931)","1h 23min",NA,NA
"Man of the World (1931)","1h 14min",6.1,744
"Manhattan Parade (1931)","1h 15min",5,135
"Der Mann der seinen Mörder sucht (1931)","1h 37min",6.6,170
"Many a Slip (1931)","1h 4min",5.2,5
"Marius (1931)","2h 10min",7.9,2014
"Markurells i Wadköping (1931)","1h 36min",6.5,33
"Meet the Wife (1931)","1h 13min",NA,NA
"Mein Herz sehnt sich nach Liebe (1931)","1h 32min",NA,NA
"Meine Frau die Hochstaplerin (1931)","1h 31min",6.4,20
"Arizona (1931)","1h 10min",5.7,244
"Men Call It Love (1931)","1h 12min",5.7,147
"Men in Her Life (1931)","1h 10min",7.1,32
"Men of the Sky (1931)","1h 11min",5.1,7
"Menschen hinter Gittern (1931)","1h 49min",6.6,9
"Merely Mary Ann (1931)","1h 14min",NA,NA
"Michael and Mary (1931)","1h 23min",5,9
"Millie (1931)","1h 25min",6.2,623
"Le million (1931)","1h 31min",7.4,3222
"The Millionaire (1931)","1h 20min",7,434
"The Miracle Woman (1931)","PG",7.2,1869
"Misbehaving Ladies (1931)","1h 15min",NA,NA
"Monkey Business (1931)","(Banned)",7.5,11493
"The Montana Kid (1931)","1h",5.4,46
"Morals for Women (1931)","1h 5min",6.2,94
"Moritz macht sein Glück (1931)","1h 25min",6,7
"Mother and Son (1931)","1h",5.7,15
"Mounted Fury (1931)","1h 3min",NA,NA
"Mr. Lemon of Orange (1931)","1h 10min",6.2,8
"Murder at Midnight (1931)","1h 9min",5.4,338
"Murder by the Clock (1931)","1h 16min",6.2,259
"My Past (1931)","1h 12min",5.6,163
"My Sin (1931)","1h 20min",6.5,142
"Suicide Fleet (1931)","1h 27min",5.6,212
"The Mystery Train (1931)","1h 2min",5.8,96
"The Mystery Trooper (1931)","3h 15min",4.7,14
"Mädchen in Uniform (1931)","1h 28min",7.6,2635
"Die Männer um Lucie (1931)","1h 15min",NA,NA
"Der Mörder Dimitri Karamasoff (1931)","1h 33min",7.4,165
"Die Nacht der Entscheidung (1931)","1h 16min",NA,NA
"Eine Nacht im Grandhotel (1931)","1h 31min",5.2,5
"En natt (1931)","1h 20min",4.1,11
"The Nevada Buckaroo (1931)","59min",6.2,41
"Never Trouble Trouble (1931)","1h 15min",NA,NA
"Never the Twain Shall Meet (1931)","1h 19min",5.6,160
"New Adventures of Get-Rich-Quick Wallingford (1931)","1h 35min",5.3,414
"Newly Rich (1931)","1h 17min",6.1,52
"Nie wieder Liebe! (1931)","1h 28min",6.6,21
"Niemandsland (1931)","1h 33min",6.7,105
"The Night Angel (1931)","1h 26min",6.1,50
"Night Beat (1931)","1h 1min",5.6,42
"Night Nurse (1931)","1h 12min",7,3425
"A Night in Montmartre (1931)","1h 9min",6,44
"No Limit (1931)","1h 12min",5.8,82
"Oatsurae Jirôkichi koshi (1931)","1h 20min",6.9,110
"Odna (1931)","1h 30min",7.1,189
"Once a Lady (1931)","1h 20min",5.7,33
"The One Way Trail (1931)","1h",5.8,21
"L'opéra de quat'sous (1931)","1h 44min",6.8,165
"Other Men's Women (1931)","1h 11min",6.5,1114
"The Other Woman (1931)","1h 4min",NA,NA
"Out of the Blue (1931)","1h 28min",6,23
"The Outsider (1931)","1h 33min",NA,NA
"Over the Hill (1931)","1h 29min",6.8,92
"The Pagan Lady (1931)","1h 20min",5.2,33
"The Painted Desert (1931)","1h 19min",5.1,607
"Palmy Days (1931)","1h 17min",6.8,475
"Panik in Chicago (1931)","1h 17min",5.6,11
"Paris-Beguin (1931)","1h 57min",6.1,17
"Parlor Bedroom and Bath (1931)","1h 13min",6.1,782
"Partners of the Trail (1931)","1h 3min",NA,NA
"Party Husband (1931)","1h 14min",6.4,72
"Peach O'Reno (1931)","1h 3min",6.7,214
"Penrod and Sam (1931)","1h 11min",5.9,128
"Personal Maid (1931)","1h 14min",6.4,51
"Le petit café (1931)","1h 25min",6.6,15
"The Phantom of Paris (1931)","1h 14min",6.5,1264
"The Phantom (1931)","1h 2min",4.3,289
"Platinum Blonde (1931)","1h 29min",6.9,2790
"Politics (1931)","1h 13min",6.4,247
"Possessed (1931)","1h 16min",6.9,1811
"Potiphar's Wife (1931)","1h 19min",6.8,16
"The Primrose Path (1931)","1h 11min",NA,NA
"Private Lives (1931)","1h 24min",6.8,1103
"Die Privatsekretärin (1931)","1h 40min",NA,NA
"The Prodigal (1931)","1h 16min",5.3,81
"Præsten i Vejlby (1931)","1h 41min",5.5,28
"The Public Defender (1931)","1h 9min",6.5,192
"The Public Enemy (1931)","1h 23min",7.7,18137
"Pueblo Terror (1931)","59min",3.6,14
"Putyovka v zhizn (1931)","1h 59min",7,361
"Quick Millions (1931)","1h 12min",6.4,183
"The Range Feud (1931)","1h 4min",5.9,332
"Range Law (1931)","1h 3min",5.8,12
"Der Raub der Mona Lisa (1931)","1h 29min",6.9,43
"Rebound (1931)","1h 29min",5.7,127
"The Reckless Hour (1931)","1h 11min",6.2,193
"Reckless Living (1931)","1h 5min",5.7,9
"Red Fork Range (1931)","59min",3.6,15
"Reducing (1931)","1h 17min",6.4,243
"Reimei izen (1931)","1h 40min",NA,NA
"Resurrectio (1931)","1h 5min",6.7,65
"Resurrection (1931)","1h 21min",6.7,9
"Rich Man's Folly (1931)","1h 20min",5.8,25
"Riders of the Cactus (1931)","1h",NA,NA
"Riders of the North (1931)","59min",4.4,8
"Riders of the Purple Sage (1931)","58min",6.5,61
"The Ridin' Fool (1931)","58min",6.4,9
"The Right of Way (1931)","1h 8min",4.6,150
"The Road to Reno (1931)","1h 14min",6.2,30
"The Road to Singapore (1931)","1h 9min",6.5,258
"Ronny (1931)","1h 29min",5.5,6
"The Royal Bed (1931)","1h 15min",5.9,157
"Rubacuori (1931)","1h 7min",NA,NA
"The Ruling Voice (1931)","1h 16min",5.9,231
"The Runaround (1931)","1h 22min",NA,NA
"Röda dagen (1931)","1h 14min",3.8,17
"Safe in Hell (1931)","1h 13min",7,1210
"Sally in Our Alley (1931)","1h 14min",6.3,63
"Salto Mortale (1931)","1h 35min",5.7,12
"Salvation Nell (1931)","1h 24min",6.6,16
"Scandal Sheet (1931)","1h 17min",7.2,72
"Scareheads (1931)","1h 7min",NA,NA
"Schatten der Unterwelt (1931)","1h 35min",6.4,8
"Die Schlacht von Bademünde (1931)","1h 18min",NA,NA
"Schützenfest in Schilda (1931)","1h 25min",NA,NA
"Sea Devils (1931)","58min",5.1,13
"The Sea Ghost (1931)","1h 4min",5.5,89
"Seas Beneath (1931)","1h 30min",5.8,296
"The Secret Call (1931)","1h 10min",6.1,19
"Secret Service (1931)","1h 8min",5.7,75
"The Secret 6 (1931)","1h 23min",6.3,796
"The Secret Witness (1931)","1h 6min",5.8,70
"Secrets of a Secretary (1931)","1h 11min",6.7,88
"Seed (1931)","1h 36min",7.1,423
"La segretaria privata (1931)","1h 18min",NA,NA
"Sein Scheidungsgrund (1931)","1h 19min",NA,NA
"Seitensprünge (1931)","1h 2min",5.9,10
"A Severa (1931)","1h 50min",5.7,62
"The Shadow Between (1931)","1h 27min",5.4,5
"Shanghaied Love (1931)","1h 15min",NA,NA
"The She-Wolf (1931)","1h 25min",5.9,14
"The Sheriff's Secret (1931)","58min",NA,NA
"The Sleeping Cardinal (1931)","1h 24min",6,340
"Shipmates (1931)","1h 12min",5.7,97
"Ships of Hate (1931)","1h 3min",4.2,10
"Shotgun Pass (1931)","58min",4.1,12
"Side Show (1931)","1h 6min",5.1,112
"Sidewalks of New York (1931)","1h 14min",5.7,439
"The Sign of the Wolf (1931)","3h 14min",4.2,24
"Silence (1931)","1h",6.1,54
"The Sin of Madelon Claudet (1931)","1h 15min",6.6,813
"The Single Sin (1931)","1h 30min",NA,NA
"Sirocco (1931)","1h 15min",NA,NA
"Sit Tight (1931)","1h 14min",5,137
"6 Cylinder Love (1931)","1h 19min",5.7,48
"Skepp ohoj! (1931)","1h 22min",3,13
"Skepparkärlek (1931)","1h 33min",3.4,13
"The Skin Game (1931)","1h 25min",5.8,2911
"Skippy (1931)","1h 25min",6.2,696
"The Sky Raiders (1931)","59min",6.6,29
"The Sky Spider (1931)","1h 9min",2.4,11
"Skyline (1931)","1h 8min",6.2,22
"Smart Money (1931)","1h 21min",6.8,1771
"Smart Woman (1931)","1h 8min",6.5,377
"Sob Sister (1931)","1h 7min",6.3,10
"Sola (1931)","1h 19min",4.3,7
"Son of India (1931)","1h 13min",6,167
"A Son of the Plains (1931)","59min",3.8,11
"Sooky (1931)","1h 25min",4.9,38
"Soul of the Slums (1931)","1h 4min",5.6,11
"Die spanische Fliege (1931)","1h 31min",NA,NA
"The Speckled Band (1931)","1h 30min",5.5,224
"Spell of the Circus (1931)","4h",NA,NA
"The Spider (1931)","59min",6,89
"The Spirit of Notre Dame (1931)","1h 20min",5.1,53
"The Sport of Kings (1931)","1h 30min",4.3,15
"Sporting Blood (1931)","1h 22min",6.1,301
"The Spy (1931)","1h 8min",NA,NA
"The Squaw Man (1931)","1h 47min",6.4,339
"The Star Witness (1931)","1h 8min",6.3,556
"Stepping Out (1931)","1h 13min",5.6,141
"Stolen Heaven (1931)","1h 16min",6.6,103
"Den store barnedåpen (1931)","1h 44min",5.9,76
"Strangers May Kiss (1931)","1h 21min",6,422
"Street Scene (1931)","1h 20min",7.6,1612
"Strictly Dishonorable (1931)","1h 31min",6.1,184
"The Struggle (1931)","1h 27min",6.2,292
"Subway Express (1931)","1h 12min",NA,NA
"The Sunrise Trail (1931)","1h 5min",5.8,22
"Sunshine Susie (1931)","1h 20min",6.3,23
"Surrender (1931)","1h 9min",6.2,52
"Susan Lenox (Her Fall and Rise) (1931)","1h 16min",6.4,1098
"Svengali (1931)","1h 21min",6.8,1816
"Sweepstakes (1931)","1h 17min",5.2,38
"Tabu: A Story of the South Seas (1931)","1h 26min",7.5,5193
"A Tailor Made Man (1931)","1h 21min",5.8,42
"Tarnished Lady (1931)","1h 23min",6.1,167
"Tell England (1931)","1h 20min",6.5,52
"Ten Cents a Dance (1931)","1h 15min",6.6,668
"Ten Nights in a Bar-Room (1931)","1h 12min",5.3,92
"Terra madre (1931)","1h 30min",7,47
"The Texas Ranger (1931)","1h 1min",6.7,12
"These Charming People (1931)","1h 22min",NA,NA
"This Modern Age (1931)","1h 8min",5.4,416
"Three Girls Lost (1931)","1h 20min",5.7,82
"Not Exactly Gentlemen (1931)","1h 10min",6.3,15
"Three Who Loved (1931)","1h 4min",5.7,120
"Tilly of Bloomsbury (1931)","1h 10min",NA,NA
"The Tip-Off (1931)","1h 11min",5.8,228
