"Name","RunTime","Rating","Votes"
"The Old Curiosity Shop (1921)","1h 10min",NA,NA
"Die Verschwörung zu Genua (1921)","1h",NA,NA
"A Scandal in Bohemia (1921)","1h 10min",6.6,10
"El caporal (1921)","1h 50min",NA,NA
"The Blasphemer (1921)","1h 29min",5,20
"The Narrow Valley (1921)","1h",NA,NA
"Tansy (1921)","1h 2min",7.1,36
"Drakula halála (1921)","1h 5min",6.9,73
"De zwarte tulp (1921)","1h 12min",5.7,23
"Wild Heather (1921)","1h 4min",NA,NA
"L'uomo meccanico (1921)","1h 20min",6,220
"Die Insel der Verschollenen (1921)","1h 18min",4.9,27
"En la tierra del oro negro (1921)","1h 6min",NA,NA
"Ein Fest auf Haderslevhuus. Drama in einem Vorspiel und vier Akten (1921)","1h 1min",NA,NA
"Tischlein deck dich Eselein streck dich Knüppel aus dem Sack (1921)","1h 5min",6.7,39
"Das Handicap der Liebe (1921)","1h 7min",NA,NA
"Favilla (1921)","1h 8min",NA,NA
"Jánosík (1921)","1h 8min",6.6,78
"Die schwarze Pantherin (1921)","1h 10min",NA,NA
"Le avventure di Fantasio Nuvola (1921)","58min",NA,NA
"Mozarts Leben Lieben und Leiden (1921)","1h 27min",4.8,17
"A Mosca cieca (1921)","17h 15min",NA,NA
"Ludzie bez jutra (1921)","1h 23min",6.6,17
"Theodor Herzl der Bannerträger des jüdischen Volkes (1921)","59min",5.8,12
"Przez pieklo (1921)","1h 2min",NA,NA
"Das Rattenloch (1921)","1h 5min",NA,NA
"L'enfant du carnaval (1921)","1h 6min",NA,NA
"The Heritage of France (1921)","1h 1min",NA,NA
